0.000000000000000000e+00 -3.185778041370213032e-04
0.000000000000000000e+00 -3.185778041370213032e-04
0.000000000000000000e+00 -3.185778041370213032e-04
0.000000000000000000e+00 -3.185778041370213032e-04
0.000000000000000000e+00 -3.185778041370213032e-04
0.000000000000000000e+00 -3.185778041370213032e-04
8.187643106793984771e-05 -3.185778041370213032e-04
8.771519787842407823e-05 -3.185778041370213032e-04
9.406102617504075170e-05 -4.057521800859831274e-05
1.141664761235006154e-04 5.465875437948852777e-05
1.510361471446231008e-04 -8.229560990002937615e-06
1.809219247661530972e-04 7.913483386801090091e-06
1.813981943996623158e-04 1.231801434187218547e-04
1.919738278957083821e-04 1.801367907319217920e-04
2.034505159826949239e-04 -7.360677409451454878e-05
2.076025702990591526e-04 -9.021498408401384950e-05
2.122048463206738234e-04 1.373474515276029706e-04
2.128405467374250293e-04 1.217099779751151800e-04
2.131057990482077003e-04 -2.316803002031520009e-04
2.275887236464768648e-04 3.002565936185419559e-04
2.320172061445191503e-04 2.004188900173176080e-05
2.361976949032396078e-04 -2.098850673064589500e-04
2.378365315962582827e-04 -1.953612954821437597e-04
2.394782204646617174e-04 2.686421794351190329e-05
2.412292378721758723e-04 -7.526901026722043753e-05
2.499239926692098379e-04 -1.368149096379056573e-04
2.524873125366866589e-04 3.324638528283685446e-04
2.578657295089215040e-04 5.833920567965833470e-06
2.648305089678615332e-04 -2.478146780049428344e-05
2.685133658815175295e-04 -1.182255218736827374e-04
2.770537685137242079e-04 3.875968686770647764e-04
2.922226558439433575e-04 -8.231269021052867174e-05
3.040660521946847439e-04 -3.185778041370213032e-04
3.119343600701540709e-04 -9.398507245350629091e-05
3.198074991814792156e-04 -3.143973299302160740e-04
3.202526131644845009e-04 3.052909160032868385e-04
3.233213792555034161e-04 1.213152063428424299e-04
3.315218782518059015e-04 1.798027806216850877e-04
3.329190367367118597e-04 -7.315672701224684715e-05
3.329190367367118597e-04 -1.531652087578549981e-04
3.362287534400820732e-04 -7.657876994926482439e-05
3.478795697446912527e-04 2.376128541072830558e-04
3.567257372196763754e-04 -3.185778041370213032e-04
3.567257372196763754e-04 4.237416433170437813e-04
3.601388307288289070e-04 2.062271232716739178e-05
3.689051955007016659e-04 5.447237708722241223e-05
3.775370423682034016e-04 -2.955060917884111404e-04
3.787679306697100401e-04 -3.021096345037221909e-04
3.992368001490831375e-04 4.318201681599020958e-04
4.017222963739186525e-04 1.785812783055007458e-04
4.034351150039583445e-04 -3.185778041370213032e-04
4.062101943418383598e-04 1.094985600502695888e-05
4.069010319653898478e-04 -2.230806276202201843e-04
4.234249354340136051e-04 -1.781246683094650507e-04
4.264099989086389542e-04 -3.185778041370213032e-04
4.295854305382817984e-04 -2.866779104806482792e-04
4.298544372431933880e-04 -3.270374872954562306e-05
4.298544372431933880e-04 1.528970824438147247e-05
4.383740597404539585e-04 -7.578603253932669759e-05
4.408672393765300512e-04 4.950473157805390656e-05
4.416195733938366175e-04 -3.060791350435465574e-04
4.429467953741550446e-04 -1.293376408284530044e-04
4.531084559857845306e-04 1.005574711598455906e-03
4.533446044661104679e-04 1.909149723360314965e-04
4.551774472929537296e-04 -7.650617772014811635e-05
4.552530881483107805e-04 4.446405800990760326e-04
4.577636718750000000e-04 -7.113799074431881309e-05
4.580263048410415649e-04 3.229554567951709032e-05
4.624207504093647003e-04 -1.585933787282556295e-04
4.797149158548563719e-04 4.052777367178350687e-04
4.800052847713232040e-04 -2.813360188156366348e-04
4.808202502317726612e-04 -2.937077952083200216e-04
4.828927339985966682e-04 -1.175452125607989728e-04
4.847557574976235628e-04 -1.356926804874092340e-04
4.849368706345558167e-04 -1.952533493749797344e-04
4.866175877396017313e-04 2.449835883453488350e-04
4.870377597399055958e-04 3.508400404825806618e-04
4.984185798093676567e-04 -3.122419875580817461e-04
5.054801586084067822e-04 -5.220445018494501710e-05
5.061959964223206043e-04 -2.394195907982066274e-04
5.127783515490591526e-04 -4.454241570783779025e-05
5.266992957331240177e-04 -1.701663495623506606e-05
5.327467224560678005e-04 4.406911320984363556e-04
5.369415739551186562e-04 -1.866177171905292198e-06
5.404480616562068462e-04 1.467500405851751566e-04
5.510118207894265652e-04 1.052774387062527239e-04
5.556303658522665501e-04 -1.291583612328395247e-04
5.558184348046779633e-04 5.266695370664820075e-05
5.685466458089649677e-04 1.663590519456192851e-04
5.759214982390403748e-04 -1.245173189090564847e-04
5.801978986710309982e-04 3.702735557453706861e-05
5.873588379472494125e-04 1.245541498064994812e-04
5.902301054447889328e-04 1.352733524981886148e-04
6.020191358402371407e-04 -1.852587010944262147e-04
6.103515625000000000e-04 2.917737583629786968e-04
6.103515625000000000e-04 3.319929192002746277e-06
6.103515625000000000e-04 -3.755263242055661976e-05
6.176300230436027050e-04 -3.185778041370213032e-04
6.197415641508996487e-04 -1.266039907932281494e-04
6.247369456104934216e-04 -2.918620884884148836e-04
6.315443315543234348e-04 5.229553426033817232e-05
6.352638592943549156e-04 -2.853613987099379301e-04
6.383303552865982056e-04 -2.013766061281785369e-05
6.394159281626343727e-04 -2.770572900772094727e-04
