#X-newProj #Y-newProj #X-new #Y-new #X-new0 #Y-new0
0.0146520137786865 0.0244200229644775 0.0146520137786865 0.0244200229644775 0.0146520137786865 0.0244200229644775
0.0219781398773193 0.0134310722351074 0.0219781398773193 0.0134310722351074 0.0219781398773193 0.0134310722351074
0.0220070527852221 0.00970393556183002 0.0220070527852221 0.00970393556183002 0.0220070527852221 0.00970393556183002
0.0222735052554676 0.0098118386477187 0.0222735052554676 0.0098118386477187 0.0222735052554676 0.0098118386477187
0.0225275882588612 0.0100661057692308 0.0225275882588612 0.0100661057692308 0.0225275882588612 0.0100661057692308
0.0227696572580645 0.00925017326108871 0.0227696572580645 0.00925017326108871 0.0227696572580645 0.00925017326108871
0.0229468359961524 0.00986844999296171 0.0229468359961524 0.00986844999296171 0.0229468359961524 0.00986844999296171
0.0229519100639764 0.0104674812376969 0.0229519100639764 0.0104674812376969 0.0229519100639764 0.0104674812376969
0.0229722035082081 0.00937758819966377 0.0229722035082081 0.00937758819966377 0.0229722035082081 0.00937758819966377
0.0230463201349432 0.00965298739346591 0.0230463201349432 0.00965298739346591 0.0230463201349432 0.00965298739346591
0.0230919128139269 0.0113395330931317 0.0230919128139269 0.0113395330931317 0.0230919128139269 0.0113395330931317
0.0231476591748128 0.00980645051216722 0.0231476591748128 0.00980645051216722 0.0231476591748128 0.00980645051216722
0.0234978907428356 0.00971444016308446 0.0234978907428356 0.00971444016308446 0.0234978907428356 0.00971444016308446
0.0235576326884921 0.00984579419332837 0.0235576326884921 0.00984579419332837 0.0235576326884921 0.00984579419332837
0.0238083915476419 0.00981261832582439 0.0238083915476419 0.00981261832582439 0.0238083915476419 0.00981261832582439
0.0239037203501506 0.00939996558499624 0.0239037203501506 0.00939996558499624 0.0239037203501506 0.00939996558499624
0.0239097241685351 0.00993915095992153 0.0239097241685351 0.00993915095992153 0.0239097241685351 0.00993915095992153
0.0239571867821593 0.00951905418501149 0.0239571867821593 0.00951905418501149 0.0239571867821593 0.00951905418501149
0.0241064085996241 0.0100613472156955 0.0241064085996241 0.0100613472156955 0.0241064085996241 0.0100613472156955
0.0242771055640244 0.0105771320622142 0.0242771055640244 0.0105771320622142 0.0242771055640244 0.0105771320622142
0.0242959684191775 0.010165633906759 0.0242959684191775 0.010165633906759 0.0242959684191775 0.010165633906759
0.0243639917430763 0.00982062973662051 0.0243639917430763 0.00982062973662051 0.0243639917430763 0.00982062973662051
0.0244598858173077 0.00959867037259615 0.0244598858173077 0.00959867037259615 0.0244598858173077 0.00959867037259615
0.0247841985279341 0.00975227969252412 0.0247841985279341 0.00975227969252412 0.0247841985279341 0.00975227969252412
0.0248014119783541 0.0112283739396451 0.0248014119783541 0.0112283739396451 0.0248014119783541 0.0112283739396451
0.0248059045152002 0.010468359079966 0.0248059045152002 0.010468359079966 0.0248059045152002 0.010468359079966
0.0248164126747533 0.00886435257761102 0.0248164126747533 0.00886435257761102 0.0248164126747533 0.00886435257761102
0.0248291750988328 0.00971635565700301 0.0248291750988328 0.00971635565700301 0.0248291750988328 0.00971635565700301
0.0248995567565639 0.0102711856093037 0.0248995567565639 0.0102711856093037 0.0248995567565639 0.0102711856093037
0.024924249005464 0.00938387443682899 0.024924249005464 0.00938387443682899 0.024924249005464 0.00938387443682899
0.0250522158983786 0.009552232100773 0.0250522158983786 0.009552232100773 0.0250522158983786 0.009552232100773
0.0250612759626328 0.0109105667322648 0.0250612759626328 0.0109105667322648 0.0250612759626328 0.0109105667322648
0.0250705377465857 0.0117163419361722 0.0250705377465857 0.0117163419361722 0.0250705377465857 0.0117163419361722
0.0250786675347222 0.00980246604025901 0.0250786675347222 0.00980246604025901 0.0250786675347222 0.00980246604025901
0.0250912489394796 0.00950804375235671 0.0250912489394796 0.00950804375235671 0.0250912489394796 0.00950804375235671
0.0251015735793152 0.0103375946490073 0.0251015735793152 0.0103375946490073 0.0251015735793152 0.0103375946490073
0.0252132844710457 0.00947298567513119 0.0252132844710457 0.00947298567513119 0.0252132844710457 0.00947298567513119
0.0253275491546353 0.00959698987224544 0.0253275491546353 0.00959698987224544 0.0253275491546353 0.00959698987224544
0.0254409001590995 0.010751092325228 0.0254409001590995 0.010751092325228 0.0254409001590995 0.010751092325228
0.0255002467418189 0.0112523930983638 0.0255002467418189 0.0112523930983638 0.0255002467418189 0.0112523930983638
0.02552001953125 0.0107037353515625 0.02552001953125 0.0107037353515625 0.02552001953125 0.0107037353515625
0.0255262586805556 0.0108545962352549 0.0255262586805556 0.0108545962352549 0.0255262586805556 0.0108545962352549
0.0255744957998629 0.0093601908429663 0.0255744957998629 0.0093601908429663 0.0255744957998629 0.0093601908429663
0.0255771366539404 0.0100217333026961 0.0255771366539404 0.0100217333026961 0.0255771366539404 0.0100217333026961
0.0256497567160088 0.010026703610945 0.0256497567160088 0.010026703610945 0.0256497567160088 0.010026703610945
0.0258054431207579 0.010922070901678 0.0258054431207579 0.010922070901678 0.0258054431207579 0.010922070901678
0.0258360166807432 0.0121260909346847 0.0258360166807432 0.0121260909346847 0.0258360166807432 0.0121260909346847
0.0258735668245664 0.0109625768877262 0.0258735668245664 0.0109625768877262 0.0258735668245664 0.0109625768877262
0.0259724069148936 0.00943763060410334 0.0259724069148936 0.00943763060410334 0.0259724069148936 0.00943763060410334
0.0259726320626935 0.0101212539909056 0.0259726320626935 0.0101212539909056 0.0259726320626935 0.0101212539909056
0.0259862829137731 0.010200971438561 0.0259862829137731 0.010200971438561 0.0259862829137731 0.010200971438561
0.0259880688255287 0.0115231055867636 0.0259880688255287 0.0115231055867636 0.0259880688255287 0.0115231055867636
0.026094891051783 0.0108811142592944 0.026094891051783 0.0108811142592944 0.026094891051783 0.0108811142592944
0.0261372884114583 0.0102226488517992 0.0261372884114583 0.0102226488517992 0.0261372884114583 0.0102226488517992
0.0262520305547128 0.0108109261225728 0.0262520305547128 0.0108109261225728 0.0262520305547128 0.0108109261225728
0.0262559965658044 0.0106529397186556 0.0262559965658044 0.0106529397186556 0.0262559965658044 0.0106529397186556
0.0263130374071075 0.0119560055616425 0.0263130374071075 0.0119560055616425 0.0263130374071075 0.0119560055616425
0.0263747023390578 0.0104678042300113 0.0263747023390578 0.0104678042300113 0.0263747023390578 0.0104678042300113
0.0264184606805867 0.00927679634949552 0.0264184606805867 0.00927679634949552 0.0264184606805867 0.00927679634949552
0.0264453715067976 0.0116542113151435 0.0264453715067976 0.0116542113151435 0.0264453715067976 0.0116542113151435
0.0264694328594925 0.00947394120065789 0.0264694328594925 0.00947394120065789 0.0264694328594925 0.00947394120065789
0.0265228179286254 0.00932694633921828 0.0265228179286254 0.00932694633921828 0.0265228179286254 0.00932694633921828
0.026543978987069 0.00952239944480885 0.026543978987069 0.00952239944480885 0.026543978987069 0.00952239944480885
0.0266639859068627 0.0100845175810709 0.0266639859068627 0.0100845175810709 0.0266639859068627 0.0100845175810709
0.026666259765625 0.01173095703125 0.026666259765625 0.01173095703125 0.026666259765625 0.01173095703125
0.0267212831884398 0.0112198220159774 0.0267212831884398 0.0112198220159774 0.0267212831884398 0.0112198220159774
0.0267657223520249 0.0107946663259346 0.0267657223520249 0.0107946663259346 0.0267657223520249 0.0107946663259346
0.0268458316200658 0.0103364832261029 0.0268458316200658 0.0103364832261029 0.0268458316200658 0.0103364832261029
0.0269802734375 0.0109103515625 0.0269802734375 0.0109103515625 0.0269802734375 0.0109103515625
0.0271286562264684 0.0116189244281815 0.0271286562264684 0.0116189244281815 0.0271286562264684 0.0116189244281815
0.0271407356671133 0.0110799839084035 0.0271407356671133 0.0110799839084035 0.0271407356671133 0.0110799839084035
0.027151739706022 0.00960459607712766 0.027151739706022 0.00960459607712766 0.027151739706022 0.00960459607712766
0.0271611943975225 0.00928009308136261 0.0271611943975225 0.00928009308136261 0.0271611943975225 0.00928009308136261
0.0271715606167379 0.0109409551783631 0.0271715606167379 0.0109409551783631 0.0271715606167379 0.0109409551783631
0.0271964109470129 0.0128985772212709 0.0271964109470129 0.0128985772212709 0.0271964109470129 0.0128985772212709
0.0272241286289545 0.0120508641372492 0.0272241286289545 0.0120508641372492 0.0272241286289545 0.0120508641372492
0.0272662508150149 0.00948382632032414 0.0272662508150149 0.00948382632032414 0.0272662508150149 0.00948382632032414
0.0272756651904445 0.0126285263107903 0.0272756651904445 0.0126285263107903 0.0272756651904445 0.0126285263107903
0.027353396893997 0.0131869330594605 0.027353396893997 0.0131869330594605 0.027353396893997 0.0131869330594605
0.0274276847440209 0.0113404962514013 0.0274276847440209 0.0113404962514013 0.0274276847440209 0.0113404962514013
